,descricao,a,b,c,d,e,src
78,error,Leonardo é dentista e Marcelo é médico.,Leonardo não é dentista ou Marcelo não é médico.,Ou Leonardo não é dentista ou Marcelo é médico.,Leonardo não é dentista e Marcelo é médico.,"Se Leonardo é dentista, então Marcelo não é médico.",/questoes-de-concursos/questoes/191936eb-7f
79,error,Marluce não é a secretária e Rogério não é o presidente.,Marluce não é a secretária e Rogério é o presidente.,Marluce não é a secretária ou Rogério é o presidente.,Marluce é a secretária ou Rogério não é o presidente.,Marluce é a secretária ou Rogério é o presidente.,/questoes-de-concursos/questoes/0d071482-7e
80,error,"Se os prédios são recentes, então os castelos são antigos. ",Os castelos não são antigos ou os prédios são recentes.,Os castelos são antigos e os prédios não são recentes. ,Os prédios não são recentes ou os castelos não são antigos.,Ou os castelos são antigos ou os prédios são recentes.,/questoes-de-concursos/questoes/0d004565-7e
81,none,none,none,none,none,none,/questoes-de-concursos/questoes/c57ae7e4-7e
82, Assinale a alternativa que apresenta a negação da seguinte proposição: “Lucas é namorado de Maria e José é marido de Lúcia”. ,“Lucas não é o namorado de Maria e José não é o marido de Lúcia”.,“Lucas é o namorado de Maria ou José não é o marido de Lúcia”.,“Lucas não é o namorado de Maria ou José não é o marido de Lúcia”.,“Lucas é o namorado de Maria se José não for o marido de Lúcia”.," “Lucas não é o namorado de Maria se, e somente se, José não for o marido de Lúcia”. ",/questoes-de-concursos/questoes/2bda9690-77
83, Considere a sentença:          “Corro e não me canso”.Sua negação lógica é: ,“Não corro e me canso”.,“Não corro ou não me canso”.,“Corro e me canso”.,“Corro ou não me canso”.,“Não corro ou me canso”. ,/questoes-de-concursos/questoes/78f1017c-74
84,error,Marcelo e Alice são culpados.,"Se Marcelo não é inocente, então Alice é culpada.","Marcelo é inocente se, e somente se, Alice é culpada.","Se Marcelo é inocente, então Alice não é culpada.",Marcelo e Alice são inocentes.,/questoes-de-concursos/questoes/8aa17a9f-73
85," Todo candidato bem preparado faz uma boa prova. Alguns candidatos que fazem boa prova são aprovados no concurso. A partir dessas afirmações, é correto concluir que ",alguns candidatos não bem preparados fazem uma boa prova. ,qualquer candidato bem preparado é aprovado no concurso.,há candidato aprovado no concurso que fez uma boa prova.,alguns candidatos não bem preparados são aprovados no concurso.,alguns candidatos bem preparados não fazem uma boa prova.,/questoes-de-concursos/questoes/59140360-70
86," Considere a afirmação:  Se João calçou as botas, então ele não escorregou. A alternativa que contém uma afirmação equivalente é: ","Se João não escorregou, então ele calçou as botas.",João calçou as botas e não escorregou.,"Se João calçou as botas, então ele escorregou.",João não calçou as botas ou ele não escorregou.,João calçou as botas ou ele não escorregou. ,/questoes-de-concursos/questoes/590bf8c7-70
87," Considerando um sistema composto de planetas F, G e H (podendo haver mais de um planeta F, G e H), a negação da frase: Para todo planeta F, tem-se que F é maior que G. Todos os planetas H não são habitáveis ou existe pelo menos um planeta H maior que os planetas F é dada por: "," Para qualquer planeta F, tem-se que F é menor que G. Qualquer planeta H é habitável ou todos os planetas H são maiores que os planetas F. "," Existe pelo menos um planeta F, tal que F é maior que G. Algum planeta H não é habitável e todo planeta H é menor que os planetas F. "," Existem planetas F, com F maior que G. Todos os planetas H são habitáveis e todos os planetas H são maiores que os planetas F. ","Para qualquer planeta F, temos que F é menor que G. Todos os planetas H são habitáveis e não existem planetas H maiores que os planetas F."," Existe pelo menos um planeta F, tal que F não é maior que G. Existe um planeta H que é habitável e nenhum planeta H é maior que os planetas F. ",/questoes-de-concursos/questoes/b3d45854-6e
88,none,none,none,none,none,none,/questoes-de-concursos/questoes/8417922c-6e
89,none,none,none,none,none,none,/questoes-de-concursos/questoes/e59070f6-6d
90,error,"{A ∧ B, A → C, ¬C}","{¬(A ∧ B), ¬(¬A ∨ ¬B)}","{¬A ∨ B, A ∨ C, ¬B ∧ C}","{A ∨ ¬B, B ∧ C, ¬A ∧ C}","{¬A → ¬B ∧ B, A → ¬B ∧ B}",/questoes-de-concursos/questoes/2b9e9c5d-6b
91,none,none,none,none,none,none,/questoes-de-concursos/questoes/6241086f-68
92,error,Algum político brasileiro não é corrupto?,Qualquer político brasileiro não é corrupto? ,Existe político que não é brasileiro e não é corrupto?,Político brasileiro é corrupto?,Nenhuma das respostas anteriores.,/questoes-de-concursos/questoes/52b518e9-64
93," “Se o Flamengo Ganhou, então ele é campeão.” Logo, podemos afirmar que: ",O Flamengo ganhou.,O Flamengo é campeão.,"Se o Flamengo não é campeão, ele não ganhou.","Se o Flamengo não ganhou, então ele não é campeão.","Se o Flamengo é campeão, então ele ganhou.",/questoes-de-concursos/questoes/52b154ca-64
94, A negação lógica da sentença “Todo capixaba é torcedor do Vasco e gosta de moqueca” é: ,Todo capixaba não é torcedor do Vasco e não gosta de moqueca,Todo capixaba não é torcedor do Vasco ou não gosta de moqueca,Algum capixaba é torcedor do Vasco e não gosta de moqueca,Algum capixaba não é torcedor do Vasco ou gosta de moqueca ,Algum capixaba não é torcedor do Vasco ou não gosta de moqueca.,/questoes-de-concursos/questoes/f3f3b9fd-63
95," Considere a sentença: “Se Carla gosta de peixe, então Carla sabe nadar”. Uma sentença logicamente equivalente à sentença dada é: ","Se Carla sabe nadar, então Carla gosta de peixe ","Se Carla não sabe nadar, então Carla não gosta de peixe","Se Carla não gosta de peixe, então Carla não sabe nadar",Carla gosta de peixe e sabe nadar,Carla gosta de peixe ou não sabe nadar.,/questoes-de-concursos/questoes/f3f0636f-63
96, A negação lógica da sentença “Paulo torce pelo Vasco ou é carioca” é: ,Paulo não torce pelo Vasco ou não é carioca,Paulo torce pelo Vasco ou não é carioca,"Se Paulo torce pelo Vasco, então é carioca",Paulo não torce pelo Vasco e não é carioca,"Se Paulo é carioca, então não torce pelo Vasco.",/questoes-de-concursos/questoes/f3ecd9be-63
97,error,Joana não gosta de leite e não gosta de café ,"Se Joana gosta de leite, então ela não gosta de café",Joana gosta de leite ou gosta de café,"Se Joana não gosta de café, então ela não gosta de leite",Joana não gosta de leite ou não gosta de café.,/questoes-de-concursos/questoes/a1ec745f-63
98, Considere a seguinte afirmação: Todo funcionário público é concursado. A alternativa que apresenta uma negação lógica para essa afirmação é:  ,Nenhum funcionário público é concursado.,Nenhum concursado é funcionário público. ,Não existe funcionário público que não é concursado.,Existe funcionário público que não é concursado.,Todo concursado é funcionário público.,/questoes-de-concursos/questoes/20db2535-59
99,none,none,none,none,none,none,/questoes-de-concursos/questoes/edfc2cb4-59
