,descricao,a,b,c,d,e,src
89,error,não disparou o alarme e o carro não foi roubado,"se não disparou o alarme, então o carro não foi roubado ",não disparou o alarme ou o carro não foi roubado ,não disparou o alarme ou o carro foi roubado ,disparou o alarme e o carro não foi roubado ,/questoes-de-concursos/questoes/361a0069-b2
90," Considere verdadeiras as seguintes proposições compostas: I. Se João é brasileiro, então Maria não é portuguesa.II. Se Pedro não é japonês, então Maria é portuguesa. III. Se João não é brasileiro, então Pedro é japonês. Logo, é correto deduzir que ",Pedro é japonês.,Maria é portuguesa.,Pedro não é japonês. ,João é brasileiro.,João não é brasileiro. ,/questoes-de-concursos/questoes/324b3003-b1
91,error,"Gosto de estudar e pratico esportes, mas não tenho uma vida saudável.",Não gosto de estudar ou não pratico esportes ou tenho uma vida saudável.,"Se não tenho uma vida saudável, então não gosto de estudar nem pratico esportes.","Se tenho uma vida saudável, então gosto de estudar e pratico esportes.","Se não gosto de estudar nem pratico esportes, então não tenho uma vida saudável.",/questoes-de-concursos/questoes/32269916-b1
92,none,none,none,none,none,none,/questoes-de-concursos/questoes/f7bd96cf-ad
93,none,none,none,none,none,none,/questoes-de-concursos/questoes/f7ba3b2b-ad
94,none,none,none,none,none,none,/questoes-de-concursos/questoes/f7b707c7-ad
95, Considere a seguinte afirmação:  “Reduza o açúcar e terá uma alimentação saudável.”  A sua negação está corretamente expressa na alternativa:  ,Não reduza o açúcar e terá uma alimentação menos saudável.,Não reduza o açúcar ou não terá uma alimentação saudável.,Aumente o açúcar para não ter uma alimentação saudável.,Consuma mais açúcar e terá uma alimentação menos saudável.,"Não reduza o açúcar, mas terá uma alimentação saudável. ",/questoes-de-concursos/questoes/6ef8104f-ac
96," São dadas as proposições p, q, r e s, que podem ser verdadeiras ou falsas. A análise lógica de uma sentença matemática envolvendo tais proposições implica na construção de uma tabela verdade que possui: ",8 linhas. ,12 linhas. ,16 linhas.,24 linhas,28 linhas. ,/questoes-de-concursos/questoes/6eed70c3-ac
97,none,none,none,none,none,none,/questoes-de-concursos/questoes/57fbc5b4-ac
98,none,none,none,none,none,none,/questoes-de-concursos/questoes/57f85ee5-ac
99,none,none,none,none,none,none,/questoes-de-concursos/questoes/57f525a9-ac
