,descricao,a,b,c,d,e,src
85," Uma empresa, que durou apenas 1 ano e 4 meses, teve a participação de dois sócios, André e Ricardo. André entrou com R$ 30 000,00 e permaneceu por 1 ano na empresa. Ricardo entrou com R$ 40 000,00 e participou até o fechamento da empresa. No fechamento, verificou-se um lucro de R$ 12 000,00. A parte do sócio Ricardo na partilha desse lucro, foi de: ",R$6200.00. ,R$8400.00. ,R$5200.00.,R$ 7680.00.,R$4320.00.,/questoes-de-concursos/questoes/5565c096-78
86,error,"Se fecho a boca, então estou de dieta.",Estou de dieta ou não fecho a boca.,"Se não estou de dieta, então não fecho a boca. ",Estou de dieta e não fecho a boca.,"Se estou de dieta, então não fecho a boca. ",/questoes-de-concursos/questoes/1d353e6a-78
87,error,Se fecho a boca. então estou de dieta.,"Se não estou de dieta, então não fecho a boca.","Se estou de dieta, então não fecho a boca",Estou de dieta ou não fecho a boca,Estou de dieta e não fecho a boca. ,/questoes-de-concursos/questoes/599bb1ca-77
88," Carlos fez a seguinte afirmação:  Algum funcionário faltou ao serviço, mas todo o trabalho foi realizado.  A afirmação feita por Carlos é falsa se, e somente se, for verdadeira a seguinte afirmação: ",Um funcionário faltou ao serviço e algum trabalho não foi realizado,Todos os funcionários faltaram ao serviço e algum trabalho não foi realizado,"Todos os funcionários faltaram ao serviço, mas algum trabalho não foi realizado ",Todos os funcionários não faltaram ao serviço e nenhum trabalho foi realizado,Todos os funcionários não faltaram ao serviço ou algum trabalho não foi realizado,/questoes-de-concursos/questoes/70f6d9dd-75
89," De acordo com a lógica proposicional, a negação da frase “Se a lei foi cumprida, então o réu não foi solto” é equivalente a: ",A lei não foi cumprida ou o réu foi solto,A lei não foi cumprida e o réu não foi solto,A lei foi cumprida e o réu foi solto,"Se o réu foi solto, então a lei não foi cumprida ","A lei foi cumprida se, e somente se, o réu foi solto",/questoes-de-concursos/questoes/70f32d25-75
90, Qual das afirmações abaixo é logicamente equivalente à proposição “Você pode se conformar com isso ou lutar para realizar seus sonhos”?  ,Você não pode se conformar com isso e deve lutar para realizar seus sonhos. ,Você pode lutar para realizar seus sonhos e não se conformar com isso.,"Se você não pode se conformar com isso, então pode lutar para realizar seus sonhos. ","Se você pode lutar para realizar seus sonhos, então não pode se conformar com isso. ","Se você pode se conformar com isso, então não pode lutar para realizar seus sonhos. ",/questoes-de-concursos/questoes/5771801c-73
91," Qual das proposições abaixo é a NEGAÇÃO lógica da proposição “Se ela te faz feliz, então você não deve deixá-la partir”? ",Ela não te faz feliz ou você deve deixá-la partir. , Ela te faz feliz e você deve deixá-la partir. ,"Se ela não te faz feliz, então você deve deixá-la partir. ","Se você deve deixá-la partir, então ela não te faz feliz. ",Ela não te faz feliz e você não deve deixá-la partir. ,/questoes-de-concursos/questoes/576d496b-73
92, Considere a seguinte proposição: “Não foi o que aconteceu ou assim está certo”. Qual das proposições abaixo é logicamente equivalente à proposição acima?  ,"Se foi o que aconteceu, então assim está certo.","Se assim está certo, então foi o que aconteceu.","Se assim está certo, então não foi o que aconteceu. ","Se não foi o que aconteceu, então assim não está certo. ","Se foi o que aconteceu, então assim não está certo. ",/questoes-de-concursos/questoes/795d0fd6-70
93," Considere a seguinte proposição: “Se ele pensa que é impossível, então vamos mostrar que ele está enganado”. Qual das afirmativas abaixo é a negação lógica dessa proposição?  ",Ele pensa que é possível e vamos mostrar que ele está enganado. ,Ele pensa que é impossível e vamos mostrar que ele não está enganado. ,Ele pensa que é possível e vamos mostrar que ele não está enganado. ,Ele pensa que é impossível ou vamos mostrar que ele está enganado.,Ele pensa que é possível ou vamos mostrar que ele não está enganado. ,/questoes-de-concursos/questoes/7954c88f-70
94, Qual das afirmações abaixo é a negação lógica da proposição “Todas as reclamações serão anotadas e nós tomaremos as providências necessárias”?  , Todas as reclamações não serão anotadas e nós não tomaremos as providências necessárias. , Algumas reclamações não serão anotadas e nós não tomaremos as providências necessárias. ,Algumas reclamações serão anotadas e nós não tomaremos as providências necessárias. ,Todas as reclamações serão anotadas e nós não tomaremos as providências necessárias. , Algumas reclamações não serão anotadas ou nós não tomaremos as providências necessárias. ,/questoes-de-concursos/questoes/ae3678e9-6b
95,"  Considere a seguinte proposição: “Se você não está confuso, então você não está prestando atenção”. Qual das proposições abaixo é logicamente equivalente a essa proposição?  ","Se você está prestando atenção, então você está confuso. ","Se você está confuso, então você está prestando atenção. ","Se você está prestando atenção, então você não está confuso. ","Se você não está confuso, então você está prestando atenção. ","Se você não está prestando atenção, então você não está confuso. ",/questoes-de-concursos/questoes/ae2eba69-6b
96, Qual é a sentença equivalente à negação da sentença “Nenhum objeto é eterno e toda pessoa é ingênua”? ,Todo objeto é eterno e toda pessoa é ingênua. ,Algum objeto é eterno ou toda pessoa é ingênua. ,Todo objeto é eterno e nenhuma pessoa é ingênua. ,Todo objeto é eterno ou nenhuma pessoa é ingênua. ,Algum objeto é eterno ou alguma pessoa não é ingênua. ,/questoes-de-concursos/questoes/b3a5bcbb-69
97," Afirmar que “Carlos não é triste ou Clara é autoritária” é, do ponto de vista lógico, equivalente a dizer: ","se Carlos não é triste, então Clara é autoritária.","se Clara é autoritária, então Carlos é triste.","se Carlos é triste, então Clara é autoritária.","se Carlos é triste, então Clara não é autoritária.","se Carlos não é triste, então Clara não é autoritária.",/questoes-de-concursos/questoes/24b7c543-68
98, A negação lógica da sentença: “Brasília é capital do Brasil ou Brasil está localizado na América do Norte” é: ,Brasília não é capital do Brasil e Brasil não está localizado na América do Norte.,Brasília não é capital do Brasil ou Brasil não está localizado na América do Norte.," Se Brasília não é capital do Brasil, então Brasil está localizado na América do Norte.",Brasília é capital do Brasil e Brasil não está localizado na América do Norte.,"Se Brasil está localizado na América do Norte, então Brasília não é capital do Brasil.",/questoes-de-concursos/questoes/24a7a01d-68
99,none,none,none,none,none,none,/questoes-de-concursos/questoes/1a5abcf0-60
